,id,m,c_param,fam_num,par_num,name,pdes,H,diameter,albedo,rot_per,BV,UB,IR,spec_B,spec_T,e,a,q,i
1220,279335,15.95,0.22,516,1272,Gefion,279335,16.11,,,,,,,,,0.0903,2.811,2.557,9.87
1221,280386,15.41,0.24,516,1272,Gefion,280386,15.81,,,,,,,,,0.1544,2.808,2.375,8.12
1222,280605,15.93,-0.12,516,1272,Gefion,280605,16.27,,,,,,,,,0.1112,2.771,2.462,10.18
1223,281189,16.51,-0.15,516,1272,Gefion,281189,16.58,,,,,,,,,0.123,2.76,2.42,8.27
1224,281512,15.52,-0.04,516,1272,Gefion,281512,15.88,,,,,,,,,0.1312,2.782,2.417,10.11
1225,281646,16.22,0.04,516,1272,Gefion,281646,16.29,,,,,,,,,0.1268,2.789,2.436,9.58
1226,281940,16.2,-0.13,516,1272,Gefion,281940,16.32,,,,,,,,,0.1141,2.767,2.451,8.72
1227,282189,15.74,-0.46,516,1272,Gefion,282189,16.11,,,,,,,,,0.15,2.732,2.322,8.34
1228,282277,15.9,-0.13,516,1272,Gefion,282277,16.25,,,,,,,,,0.1457,2.768,2.365,8.48
1229,282312,15.41,-0.53,516,1272,Gefion,282312,15.89,,,,,,,,,0.1403,2.732,2.348,8.14
1230,282429,15.7,-0.42,516,1272,Gefion,282429,16.1,,,,,,,,,0.1255,2.738,2.394,8.2
1231,282562,15.82,0.0,516,1272,Gefion,282562,16.06,,,,,,,,,0.0991,2.783,2.508,10.34
1232,282704,16.24,-0.09,516,1272,Gefion,282704,16.25,,,,,,,,,0.0949,2.77,2.507,10.15
1233,282769,16.27,-0.15,516,1272,Gefion,282769,16.43,,,,,,,,,0.1197,2.763,2.433,8.94
1234,283454,15.94,0.22,516,1272,Gefion,283454,15.96,,,,,,,,,0.1058,2.811,2.514,10.35
1235,283617,15.78,-0.38,516,1272,Gefion,283617,16.3,,,,,,,,,0.0959,2.741,2.478,8.98
1236,284052,15.57,-0.51,516,1272,Gefion,284052,16.04,,,,,,,,,0.1049,2.73,2.444,8.36
1237,284193,15.98,0.0,516,1272,Gefion,284193,16.31,,,,,,,,,0.1232,2.783,2.44,9.52
1238,284291,16.68,-0.28,516,1272,Gefion,284291,16.63,,,,,,,,,0.1419,2.736,2.348,10.22
1239,285098,16.27,-0.25,516,1272,Gefion,285098,16.52,,,,,,,,,0.1315,2.748,2.387,9.19
1240,285883,15.66,0.28,516,1272,Gefion,285883,15.91,,,,,,,,,0.1517,2.813,2.386,7.96
1241,286862,16.64,-0.22,516,1272,Gefion,286862,16.77,,,,,,,,,0.0862,2.746,2.51,8.68
1242,286920,15.36,-0.45,516,1272,Gefion,286920,15.98,,,,,,,,,0.1422,2.741,2.351,8.58
1243,286921,15.94,-0.47,516,1272,Gefion,286921,16.31,,,,,,,,,0.0955,2.726,2.465,7.98
1244,287179,16.06,-0.2,516,1272,Gefion,287179,16.46,,,,,,,,,0.1401,2.758,2.371,8.8
1245,287365,16.19,-0.37,516,1272,Gefion,287365,16.56,,,,,,,,,0.1135,2.732,2.422,8.91
1246,287961,16.07,-0.21,516,1272,Gefion,287961,16.25,,,,,,,,,0.1375,2.757,2.378,9.38
1247,288300,15.53,0.28,516,1272,Gefion,288300,15.85,,,,,,,,,0.1113,2.811,2.499,8.17
1248,288489,16.11,-0.07,516,1272,Gefion,288489,16.36,,,,,,,,,0.0998,2.774,2.497,9.65
1249,289305,16.22,-0.04,516,1272,Gefion,289305,16.33,,,,,,,,,0.1013,2.778,2.496,9.81
1250,289484,15.51,0.07,516,1272,Gefion,289484,16.03,,,338.887,,,,,,0.1212,2.792,2.454,8.17
1251,289958,15.62,-0.26,516,1272,Gefion,289958,16.15,,,,,,,,,0.125,2.759,2.414,8.15
1252,290773,15.45,-0.52,516,1272,Gefion,290773,15.99,,,,,,,,,0.0891,2.732,2.488,7.98
1253,290857,16.12,-0.44,516,1272,Gefion,290857,16.31,,,,,,,,,0.0926,2.723,2.471,7.99
1254,291678,16.24,0.08,516,1272,Gefion,291678,16.27,,,,,,,,,0.096,2.794,2.526,9.68
1255,292275,15.61,0.06,516,1272,Gefion,292275,15.96,,,,,,,,,0.124,2.788,2.442,9.95
1256,292422,16.39,-0.02,516,1272,Gefion,292422,16.43,,,,,,,,,0.1221,2.78,2.44,9.37
1257,293497,15.74,-0.27,516,1272,Gefion,293497,16.1,,,,,,,,,0.1425,2.753,2.36,9.18
1258,293967,15.87,-0.29,516,1272,Gefion,293967,16.26,,,,,,,,,0.1173,2.747,2.425,8.72
1259,294334,15.87,-0.31,516,1272,Gefion,294334,16.17,,,5.24,,,,,,0.1058,2.745,2.454,7.86
1260,294351,15.69,-0.52,516,1272,Gefion,294351,16.27,,,,,,,,,0.1545,2.726,2.305,7.82
1261,294920,16.09,0.1,516,1272,Gefion,294920,16.3,,,,,,,,,0.1307,2.801,2.435,8.6
1262,295281,15.46,0.27,516,1272,Gefion,295281,15.9,,,,,,,,,0.0933,2.81,2.548,9.97
1263,296857,15.95,-0.09,516,1272,Gefion,296857,16.08,,,,,,,,,0.1059,2.772,2.479,7.89
1264,296889,16.17,0.07,516,1272,Gefion,296889,16.18,,,,,,,,,0.0991,2.793,2.516,8.21
1265,298180,15.92,0.08,516,1272,Gefion,298180,16.3,,,,,,,,,0.1539,2.794,2.364,9.25
1266,298198,15.51,-0.43,516,1272,Gefion,298198,15.94,,,,,,,,,0.1499,2.74,2.329,9.17
1267,298209,16.6,0.04,516,1272,Gefion,298209,16.75,,,,,,,,,0.0999,2.79,2.511,9.44
1268,298260,15.51,-0.35,516,1272,Gefion,298260,15.97,,,,,,,,,0.1452,2.748,2.349,7.81
1269,298655,15.83,-0.09,516,1272,Gefion,298655,16.21,,,,,,,,,0.0841,2.773,2.539,8.59
1270,298679,16.62,-0.17,516,1272,Gefion,298679,16.97,,,,,,,,,0.1352,2.754,2.381,8.55
1271,299144,16.73,0.03,516,1272,Gefion,299144,16.69,,,,,,,,,0.1195,2.79,2.456,8.28
1272,299176,15.93,0.22,516,1272,Gefion,299176,16.1,,,,,,,,,0.1218,2.812,2.469,8.69
1273,299193,16.28,-0.15,516,1272,Gefion,299193,16.44,,,,,,,,,0.1399,2.76,2.374,8.49
1274,299775,15.94,0.24,516,1272,Gefion,299775,16.2,,,,,,,,,0.1464,2.812,2.401,9.13
1275,300690,15.86,0.09,516,1272,Gefion,300690,16.16,,,,,,,,,0.0867,2.795,2.552,7.73
1276,300762,16.17,-0.29,516,1272,Gefion,300762,16.46,,,,,,,,,0.1477,2.744,2.339,9.92
1277,300791,16.09,-0.42,516,1272,Gefion,300791,16.21,,,,,,,,,0.0967,2.728,2.464,10.2
1278,300822,15.55,0.19,516,1272,Gefion,300822,15.82,,,,,,,,,0.1155,2.8,2.477,10.38
1279,301200,16.21,-0.31,516,1272,Gefion,301200,16.44,,,,,,,,,0.1225,2.739,2.404,8.6
1280,301340,15.77,-0.58,516,1272,Gefion,301340,16.29,,,,,,,,,0.1162,2.716,2.4,8.08
1281,301740,16.22,-0.13,516,1272,Gefion,301740,16.35,,,,,,,,,0.109,2.766,2.464,10.14
1282,301743,15.95,-0.04,516,1272,Gefion,301743,16.11,3.016,0.093,,,,,,,0.1453,2.778,2.375,10.15
1283,301845,16.64,-0.02,516,1272,Gefion,301845,16.67,,,,,,,,,0.1542,2.779,2.351,8.87
1284,302666,15.81,-0.48,516,1272,Gefion,302666,16.15,,,,,,,,,0.1544,2.728,2.307,9.42
1285,302724,16.58,-0.3,516,1272,Gefion,302724,16.74,,,,,,,,,0.103,2.733,2.452,9.6
1286,303148,15.89,0.26,516,1272,Gefion,303148,16.12,,,,,,,,,0.1255,2.815,2.462,8.12
1287,304234,15.51,-0.63,516,1272,Gefion,304234,15.91,,,,,,,,,0.0885,2.72,2.48,8.03
1288,304281,16.32,0.09,516,1272,Gefion,304281,16.4,,,,,,,,,0.1217,2.795,2.454,8.75
1289,304286,16.04,-0.18,516,1272,Gefion,304286,16.18,,,,,,,,,0.1384,2.76,2.378,9.82
1290,305248,16.04,-0.56,516,1272,Gefion,305248,16.4,,,,,,,,,0.135,2.71,2.344,8.52
1291,305275,16.13,-0.37,516,1272,Gefion,305275,16.38,,,,,,,,,0.1082,2.734,2.438,10.01
1292,305303,16.85,-0.14,516,1272,Gefion,305303,16.84,,,,,,,,,0.0915,2.756,2.504,8.73
1293,305348,16.01,0.18,516,1272,Gefion,305348,16.34,,,,,,,,,0.1353,2.807,2.427,8.72
1294,305354,16.07,-0.28,516,1272,Gefion,305354,16.42,4.195,0.03,,,,,,,0.1339,2.745,2.378,9.89
1295,305898,16.35,-0.04,516,1272,Gefion,305898,16.54,,,,,,,,,0.0894,2.778,2.529,8.64
1296,305991,16.57,-0.03,516,1272,Gefion,305991,16.66,,,,,,,,,0.101,2.778,2.497,9.72
1297,307307,15.95,0.06,516,1272,Gefion,307307,16.19,,,,,,,,,0.1358,2.792,2.413,8.8
1298,307516,15.52,-0.24,516,1272,Gefion,307516,16.1,,,,,,,,,0.0942,2.76,2.5,8.03
1299,308324,15.74,-0.25,516,1272,Gefion,308324,16.07,,,,,,,,,0.0984,2.755,2.484,8.01
1300,308876,17.08,-0.14,516,1272,Gefion,308876,17.07,,,,,,,,,0.0973,2.754,2.486,8.97
1301,308958,16.0,-0.24,516,1272,Gefion,308958,16.33,,,,,,,,,0.0945,2.754,2.494,9.58
1302,309034,16.32,-0.07,516,1272,Gefion,309034,16.51,,,,,,,,,0.1422,2.772,2.378,10.13
1303,309541,16.57,0.0,516,1272,Gefion,309541,16.78,,,,,,,,,0.1025,2.783,2.498,9.7
1304,309609,15.86,-0.14,516,1272,Gefion,309609,16.28,,,,,,,,,0.1003,2.766,2.489,10.43
1305,309992,16.56,-0.18,516,1272,Gefion,309992,16.73,,,,,,,,,0.097,2.754,2.487,9.81
1306,310070,15.7,0.05,516,1272,Gefion,310070,15.9,2.133,0.186,,,,,,,0.1305,2.788,2.424,9.57
1307,310581,16.18,0.06,516,1272,Gefion,310581,16.29,,,,,,,,,0.1445,2.791,2.388,10.25
1308,311091,16.04,0.14,516,1272,Gefion,311091,16.31,,,,,,,,,0.1209,2.8,2.461,8.85
1309,311111,15.59,-0.07,516,1272,Gefion,311111,15.94,,,,,,,,,0.0933,2.777,2.518,10.23
1310,312300,16.18,-0.03,516,1272,Gefion,312300,16.48,,,,,,,,,0.1161,2.778,2.456,9.19
1311,312395,15.96,0.22,516,1272,Gefion,312395,16.23,,,,,,,,,0.1048,2.809,2.515,10.0
1312,313263,15.79,0.04,516,1272,Gefion,313263,16.07,,,,,,,,,0.1357,2.788,2.409,10.08
1313,313555,15.96,-0.2,516,1272,Gefion,313555,16.39,,,,,,,,,0.0961,2.76,2.495,10.28
1314,313560,16.31,-0.2,516,1272,Gefion,313560,16.57,,,,,,,,,0.1494,2.755,2.344,9.71
1315,313587,16.16,0.22,516,1272,Gefion,313587,16.25,,,,,,,,,0.0892,2.813,2.562,9.95
1316,314263,15.97,-0.32,516,1272,Gefion,314263,16.13,,,,,,,,,0.1441,2.745,2.349,10.29
1317,314332,17.01,-0.05,516,1272,Gefion,314332,16.95,,,,,,,,,0.1293,2.777,2.418,8.53
1318,315614,16.18,-0.32,516,1272,Gefion,315614,16.31,,,,,,,,,0.1144,2.744,2.43,10.08
1319,316104,16.22,-0.14,516,1272,Gefion,316104,16.23,,,,,,,,,0.0973,2.766,2.497,8.21
1320,316312,16.66,0.09,516,1272,Gefion,316312,16.8,,,,,,,,,0.1483,2.8,2.385,9.32
1321,316438,15.6,0.08,516,1272,Gefion,316438,15.86,,,,,,,,,0.1153,2.796,2.473,8.13
1322,316622,16.01,-0.44,516,1272,Gefion,316622,16.2,,,,,,,,,0.0974,2.729,2.463,8.0
1323,317168,15.97,-0.27,516,1272,Gefion,317168,16.37,,,,,,,,,0.1137,2.75,2.437,8.15
1324,317666,16.86,0.0,516,1272,Gefion,317666,16.76,,,,,,,,,0.1043,2.79,2.499,9.24
1325,318158,15.9,-0.16,516,1272,Gefion,318158,16.1,,,,,,,,,0.1315,2.763,2.4,8.9
1326,318571,15.96,0.14,516,1272,Gefion,318571,16.34,,,,,,,,,0.1023,2.8,2.514,8.87
1327,318747,16.3,-0.37,516,1272,Gefion,318747,16.25,,,,,,,,,0.1081,2.73,2.435,9.14
1328,318854,16.7,-0.39,516,1272,Gefion,318854,16.82,,,,,,,,,0.0985,2.715,2.447,9.24
1329,318928,16.05,-0.19,516,1272,Gefion,318928,16.18,,,,,,,,,0.111,2.76,2.454,9.3
1330,318949,16.14,-0.27,516,1272,Gefion,318949,16.32,,,,,,,,,0.1051,2.747,2.458,8.69
1331,318986,16.45,-0.08,516,1272,Gefion,318986,16.45,,,3.92,,,,,,0.1446,2.772,2.372,8.8
1332,319446,16.29,0.14,516,1272,Gefion,319446,16.38,,,,,,,,,0.1108,2.802,2.492,8.49
1333,319629,16.18,-0.21,516,1272,Gefion,319629,16.51,,,,,,,,,0.1533,2.755,2.333,10.25
1334,319922,16.25,-0.27,516,1272,Gefion,319922,16.33,,,,,,,,,0.0848,2.747,2.514,8.0
1335,319949,16.8,-0.17,516,1272,Gefion,319949,16.83,,,,,,,,,0.1098,2.752,2.45,8.21
1336,320683,16.41,0.08,516,1272,Gefion,320683,16.52,,,,,,,,,0.0945,2.796,2.532,9.34
1337,320849,16.63,0.07,516,1272,Gefion,320849,16.76,,,,,,,,,0.0909,2.797,2.543,9.86
1338,321018,16.98,0.1,516,1272,Gefion,321018,16.99,,,,,,,,,0.1466,2.805,2.394,9.37
1339,321026,16.58,-0.31,516,1272,Gefion,321026,16.66,,,,,,,,,0.092,2.731,2.48,9.59
1340,321937,16.81,-0.23,516,1272,Gefion,321937,16.97,,,,,,,,,0.1167,2.742,2.422,9.63
1341,321974,15.8,-0.58,516,1272,Gefion,321974,16.1,,,15.473,,,,,,0.0959,2.716,2.456,8.06
1342,322132,16.36,-0.13,516,1272,Gefion,322132,16.32,,,,,,,,,0.1159,2.769,2.448,8.21
1343,322505,16.28,-0.06,516,1272,Gefion,322505,16.45,,,,,,,,,0.1406,2.774,2.384,8.8
1344,322728,16.24,-0.31,516,1272,Gefion,322728,16.65,,,,,,,,,0.1419,2.739,2.35,9.03
1345,322927,16.56,-0.05,516,1272,Gefion,322927,16.7,,,,,,,,,0.1259,2.775,2.426,8.39
1346,323161,15.74,-0.17,516,1272,Gefion,323161,15.91,,,,,,,,,0.1106,2.766,2.46,10.06
1347,323181,16.67,0.05,516,1272,Gefion,323181,16.61,,,,,,,,,0.0898,2.795,2.544,10.26
1348,323963,16.57,-0.39,516,1272,Gefion,323963,16.56,,,,,,,,,0.0882,2.719,2.479,9.54
1349,323972,16.11,-0.24,516,1272,Gefion,323972,16.3,,,,,,,,,0.1109,2.752,2.447,9.21
1350,324014,16.63,-0.25,516,1272,Gefion,324014,16.84,,,,,,,,,0.0969,2.741,2.475,9.07
1351,324649,16.07,-0.11,516,1272,Gefion,324649,16.14,,,,,,,,,0.0864,2.77,2.531,8.38
1352,325286,16.33,0.11,516,1272,Gefion,325286,16.64,,,,,,,,,0.1535,2.8,2.371,9.99
1353,325288,16.34,0.02,516,1272,Gefion,325288,16.38,,,,,,,,,0.1442,2.787,2.385,10.48
1354,325549,16.43,-0.25,516,1272,Gefion,325549,16.41,,,,,,,,,0.0876,2.743,2.503,9.98
1355,326365,16.02,0.02,516,1272,Gefion,326365,16.36,,,,,,,,,0.1402,2.785,2.395,8.17
1356,326469,16.22,-0.13,516,1272,Gefion,326469,16.51,,,,,,,,,0.0895,2.765,2.518,9.83
1357,326481,15.39,0.27,516,1272,Gefion,326481,15.74,,,,,,,,,0.0873,2.809,2.564,9.98
1358,327015,16.3,-0.38,516,1272,Gefion,327015,16.54,3.527,0.043,,,,,,,0.1489,2.728,2.322,9.44
1359,327232,16.2,-0.43,516,1272,Gefion,327232,16.45,,,,,,,,,0.1467,2.724,2.324,8.7
1360,329068,16.22,-0.03,516,1272,Gefion,329068,16.39,,,,,,,,,0.0982,2.779,2.506,9.52
1361,330121,16.12,0.1,516,1272,Gefion,330121,16.17,,,,,,,,,0.1111,2.795,2.485,10.09
1362,330148,15.89,0.22,516,1272,Gefion,330148,16.15,,,,,,,,,0.1081,2.809,2.506,10.22
1363,331028,16.86,0.0,516,1272,Gefion,331028,16.98,,,,,,,,,0.1105,2.784,2.476,8.0
1364,331456,16.11,0.13,516,1272,Gefion,331456,16.17,,,,,,,,,0.1505,2.799,2.378,9.78
1365,331622,16.15,-0.17,516,1272,Gefion,331622,16.5,,,,,,,,,0.0891,2.76,2.514,8.82
1366,331803,15.41,-0.32,516,1272,Gefion,331803,15.97,,,,,,,,,0.1548,2.751,2.325,8.29
1367,332206,16.23,-0.33,516,1272,Gefion,332206,16.52,,,,,,,,,0.143,2.739,2.347,9.37
1368,332372,16.65,-0.23,516,1272,Gefion,332372,16.48,,,,,,,,,0.1211,2.745,2.412,8.37
1369,332674,16.48,-0.05,516,1272,Gefion,332674,16.67,,,,,,,,,0.1268,2.776,2.424,7.9
1370,332750,15.65,-0.3,516,1272,Gefion,332750,16.14,2.082,0.235,,,,,,,0.1518,2.752,2.334,10.35
1371,332850,16.6,0.14,516,1272,Gefion,332850,16.84,,,,,,,,,0.1172,2.807,2.478,8.44
1372,332972,15.8,-0.49,516,1272,Gefion,332972,15.87,,,,,,,,,0.0922,2.727,2.476,10.19
1373,333690,16.05,-0.43,516,1272,Gefion,333690,16.24,,,,,,,,,0.1069,2.728,2.436,8.15
1374,333956,16.65,0.16,516,1272,Gefion,333956,16.84,,,,,,,,,0.1499,2.812,2.391,7.93
1375,334320,16.34,0.18,516,1272,Gefion,334320,16.74,,,,,,,,,0.1529,2.808,2.378,8.65
1376,334332,16.64,-0.06,516,1272,Gefion,334332,16.79,,,,,,,,,0.1304,2.775,2.413,8.11
1377,334408,16.15,-0.32,516,1272,Gefion,334408,16.35,,,,,,,,,0.1024,2.739,2.459,9.6
1378,334748,15.49,-0.61,516,1272,Gefion,334748,15.98,,,,,,,,,0.1508,2.723,2.313,7.89
1379,334823,16.27,-0.27,516,1272,Gefion,334823,16.36,,,,,,,,,0.1096,2.745,2.444,10.13
1380,334915,15.86,0.25,516,1272,Gefion,334915,16.12,,,,,,,,,0.1503,2.815,2.392,8.75
1381,335976,16.24,0.1,516,1272,Gefion,335976,16.18,,,,,,,,,0.1087,2.797,2.493,8.19
1382,336341,15.69,-0.03,516,1272,Gefion,336341,15.97,,,,,,,,,0.151,2.78,2.36,9.62
1383,336368,15.98,0.25,516,1272,Gefion,336368,16.16,,,,,,,,,0.1286,2.811,2.45,8.38
1384,336696,16.48,-0.17,516,1272,Gefion,336696,16.56,,,,,,,,,0.1462,2.759,2.355,9.84
1385,336874,15.78,-0.19,516,1272,Gefion,336874,16.29,,,,,,,,,0.0885,2.761,2.517,10.09
1386,336886,16.64,-0.39,516,1272,Gefion,336886,16.44,3.364,0.068,,,,,,,0.108,2.717,2.424,9.31
1387,336893,15.78,0.13,516,1272,Gefion,336893,16.0,,,,,,,,,0.0898,2.798,2.547,9.71
1388,337017,16.29,0.17,516,1272,Gefion,337017,16.37,,,,,,,,,0.1098,2.81,2.501,8.22
1389,337097,16.04,0.19,516,1272,Gefion,337097,16.21,,,,,,,,,0.1544,2.81,2.376,10.45
1390,337212,15.88,-0.48,516,1272,Gefion,337212,16.2,,,,,,,,,0.1332,2.727,2.364,9.83
1391,338043,16.26,-0.36,516,1272,Gefion,338043,16.4,,,,,,,,,0.1146,2.732,2.419,10.07
1392,338092,16.75,0.11,516,1272,Gefion,338092,16.73,,,,,,,,,0.1427,2.804,2.403,8.73
1393,338690,16.46,-0.4,516,1272,Gefion,338690,16.54,,,,,,,,,0.1242,2.722,2.384,9.92
1394,338756,16.16,-0.32,516,1272,Gefion,338756,16.48,,,,,,,,,0.1368,2.742,2.366,9.37
1395,338823,15.92,-0.41,516,1272,Gefion,338823,16.19,,,,,,,,,0.1336,2.734,2.369,8.26
1396,340344,16.83,-0.23,516,1272,Gefion,340344,16.86,,,,,,,,,0.1524,2.741,2.323,8.8
1397,340421,16.54,0.04,516,1272,Gefion,340421,16.61,3.772,0.034,,,,,,,0.1002,2.789,2.509,9.4
1398,340519,15.83,0.09,516,1272,Gefion,340519,15.97,,,,,,,,,0.0973,2.793,2.521,8.91
1399,340532,16.11,-0.39,516,1272,Gefion,340532,16.28,,,,,,,,,0.1513,2.731,2.318,9.21
1400,342505,16.61,-0.33,516,1272,Gefion,342505,16.8,,,,,,,,,0.1363,2.729,2.357,9.75
1401,342554,16.29,-0.07,516,1272,Gefion,342554,16.38,,,,,,,,,0.1012,2.772,2.492,8.96
1402,342645,15.88,-0.46,516,1272,Gefion,342645,16.17,,,,,,,,,0.1454,2.729,2.332,9.76
1403,342689,16.86,-0.29,516,1272,Gefion,342689,16.99,,,,,,,,,0.1273,2.729,2.381,7.96
1404,342926,15.97,-0.27,516,1272,Gefion,342926,16.38,,,,,,,,,0.1275,2.753,2.402,9.35
1405,343454,16.19,0.14,516,1272,Gefion,343454,16.02,,,,,,,,,0.1088,2.804,2.499,10.31
1406,343662,15.93,-0.37,516,1272,Gefion,343662,16.28,3.759,0.066,,,,,,,0.1023,2.738,2.458,8.66
1407,343891,17.12,-0.12,516,1272,Gefion,343891,17.18,,,,,,,,,0.1119,2.758,2.449,9.28
1408,343913,16.07,-0.07,516,1272,Gefion,343913,16.06,,,,,,,,,0.1149,2.774,2.455,10.26
1409,344461,16.02,-0.2,516,1272,Gefion,344461,16.37,,,8.35,,,,,,0.1109,2.759,2.453,7.8
1410,344465,16.68,-0.29,516,1272,Gefion,344465,16.79,,,,,,,,,0.1009,2.733,2.458,10.5
1411,344974,15.84,-0.54,516,1272,Gefion,344974,16.25,,,,,,,,,0.0896,2.721,2.477,9.83
1412,345906,16.27,-0.18,516,1272,Gefion,345906,16.55,,,,,,,,,0.14,2.758,2.372,9.07
1413,346403,16.73,0.11,516,1272,Gefion,346403,16.54,,,,,,,,,0.1039,2.805,2.514,8.01
1414,346810,16.35,0.15,516,1272,Gefion,346810,16.39,,,,,,,,,0.1144,2.808,2.486,10.41
1415,347290,16.1,-0.14,516,1272,Gefion,347290,16.15,,,,,,,,,0.1112,2.766,2.459,8.09
1416,347871,16.46,-0.16,516,1272,Gefion,347871,16.71,,,,,,,,,0.1506,2.759,2.344,10.52
1417,348115,16.4,-0.11,516,1272,Gefion,348115,16.72,,,,,,,,,0.147,2.768,2.361,9.17
1418,348216,15.47,0.27,516,1272,Gefion,348216,15.78,,,,,,,,,0.1327,2.812,2.439,7.86
1419,348366,16.43,-0.02,516,1272,Gefion,348366,16.41,,,,,,,,,0.1062,2.781,2.486,9.15
1420,348782,16.83,-0.14,516,1272,Gefion,348782,16.91,,,,,,,,,0.1494,2.759,2.347,8.71
1421,349070,15.66,-0.07,516,1272,Gefion,349070,15.89,,,,,,,,,0.0846,2.778,2.543,8.85
1422,349323,16.63,-0.26,516,1272,Gefion,349323,16.94,,,,,,,,,0.1375,2.739,2.363,9.72
1423,349359,16.04,0.21,516,1272,Gefion,349359,16.31,,,,,,,,,0.1119,2.809,2.495,9.38
1424,350394,16.64,-0.3,516,1272,Gefion,350394,16.68,,,,,,,,,0.0938,2.731,2.475,9.88
1425,350913,16.34,-0.02,516,1272,Gefion,350913,16.52,,,,,,,,,0.1473,2.782,2.372,10.29
1426,352339,16.97,0.08,516,1272,Gefion,352339,17.08,,,,,,,,,0.114,2.798,2.479,9.11
1427,353154,16.42,0.17,516,1272,Gefion,353154,16.48,,,,,,,,,0.1101,2.809,2.499,9.63
1428,354472,16.5,-0.07,516,1272,Gefion,354472,16.63,,,,,,,,,0.1174,2.77,2.445,8.55
1429,354659,16.79,-0.27,516,1272,Gefion,354659,16.59,,,,,,,,,0.127,2.734,2.387,10.01
1430,355086,17.11,-0.24,516,1272,Gefion,355086,17.23,2.343,0.046,,,,,,,0.1204,2.733,2.404,9.84
1431,355585,16.31,-0.08,516,1272,Gefion,355585,16.56,,,,,,,,,0.1515,2.772,2.352,10.37
1432,356671,15.92,-0.35,516,1272,Gefion,356671,16.1,3.825,0.076,,,,,,,0.0991,2.741,2.469,8.08
1433,357473,16.25,-0.24,516,1272,Gefion,357473,16.31,,,,,,,,,0.0877,2.748,2.507,9.97
1434,358609,16.94,-0.21,516,1272,Gefion,358609,17.11,,,,,,,,,0.1017,2.742,2.463,9.57
1435,358673,16.09,-0.35,516,1272,Gefion,358673,16.33,,,,,,,,,0.1013,2.742,2.464,9.15
1436,358714,15.97,0.1,516,1272,Gefion,358714,16.21,,,,,,,,,0.136,2.795,2.415,9.29
1437,358730,16.6,0.13,516,1272,Gefion,358730,16.75,,,,,,,,,0.1267,2.803,2.448,8.29
1438,358755,16.18,-0.13,516,1272,Gefion,358755,16.41,,,,,,,,,0.0999,2.765,2.489,10.2
1439,359621,16.64,-0.26,516,1272,Gefion,359621,16.58,,,,,,,,,0.1049,2.739,2.452,9.62
1440,360008,16.35,-0.36,516,1272,Gefion,360008,16.83,,,,,,,,,0.1208,2.73,2.4,8.51
1441,361389,16.41,-0.26,516,1272,Gefion,361389,16.66,,,,,,,,,0.1126,2.745,2.436,9.37
1442,361810,16.44,-0.13,516,1272,Gefion,361810,16.52,,,,,,,,,0.1233,2.762,2.421,8.41
1443,361864,16.38,0.03,516,1272,Gefion,361864,16.61,,,,,,,,,0.0939,2.788,2.526,9.44
1444,361868,17.08,0.1,516,1272,Gefion,361868,17.25,,,,,,,,,0.0889,2.805,2.555,8.98
1445,362742,16.9,-0.05,516,1272,Gefion,362742,16.9,,,,,,,,,0.1241,2.772,2.428,9.99
1446,362832,15.82,0.07,516,1272,Gefion,362832,16.13,,,,,,,,,0.1099,2.792,2.485,10.19
1447,362952,15.85,0.0,516,1272,Gefion,362952,16.11,,,,,,,,,0.1008,2.781,2.501,8.21
1448,363961,17.11,-0.11,516,1272,Gefion,363961,17.2,,,,,,,,,0.1514,2.762,2.344,8.14
1449,364889,16.4,-0.32,516,1272,Gefion,364889,16.41,,,,,,,,,0.1246,2.737,2.396,9.45
1450,365594,16.45,-0.06,516,1272,Gefion,365594,16.55,,,,,,,,,0.0849,2.777,2.541,8.09
1451,365976,16.03,-0.25,516,1272,Gefion,365976,16.23,,,,,,,,,0.0915,2.754,2.502,9.89
1452,366948,16.97,-0.11,516,1272,Gefion,366948,17.11,,,,,,,,,0.1303,2.766,2.405,9.62
1453,367203,16.85,-0.22,516,1272,Gefion,367203,16.94,,,,,,,,,0.0932,2.742,2.487,8.04
1454,367667,15.94,0.17,516,1272,Gefion,367667,16.06,,,,,,,,,0.088,2.806,2.559,8.23
1455,368026,16.55,-0.08,516,1272,Gefion,368026,16.71,,,,,,,,,0.0846,2.771,2.537,8.3
1456,368058,16.29,-0.2,516,1272,Gefion,368058,16.53,,,,,,,,,0.1002,2.755,2.479,10.03
1457,368591,16.02,-0.33,516,1272,Gefion,368591,16.2,,,,,,,,,0.1388,2.74,2.36,8.34
1458,368634,15.73,0.14,516,1272,Gefion,368634,16.02,,,,,,,,,0.1374,2.8,2.415,7.74
1459,368740,16.41,-0.44,516,1272,Gefion,368740,16.56,,,,,,,,,0.1051,2.717,2.431,10.39
1460,369608,16.93,0.09,516,1272,Gefion,369608,16.94,,,,,,,,,0.1206,2.801,2.463,8.33
1461,369760,15.96,0.15,516,1272,Gefion,369760,16.08,,,,,,,,,0.084,2.804,2.568,8.11
1462,369902,16.03,-0.23,516,1272,Gefion,369902,16.16,,,,,,,,,0.0994,2.753,2.48,8.28
1463,370740,16.8,-0.25,516,1272,Gefion,370740,16.85,,,,,,,,,0.1417,2.737,2.349,8.77
